agency_id,account_sender_name,country_sender,account_receiver_name,country_receiver,amount,payment_type,datetime_timestamp
3919,Monoprix,US,Chevron,UK,5615155,transfer,433000
9226,ConocoPhillips,SP,Exxon Mobil,FR,8655818,card,434000
6163,Chevron,CHI,Renault,JAP,4362698,transfer,435000
2554,ConocoPhillips,SP,Chevron,GER,7374409,card,436000
532,Valeo,SP,Carrefour,CHI,2798694,card,437000
1707,Nissan,SWI,General Motos,JAP,2388843,cheque,438000
3189,CapGemini,FR,Renault,UK,8418466,transfer,439000
4833,Monoprix,FR,CapGemini,FR,1816666,card,440000
5454,Chevron,US,Tesla,GER,8219930,transfer,441000
6051,Activision Blizard,FR,Chevron,GER,6264908,card,442000
1666,Exxon Mobil,JAP,Nissan,GER,9083166,cheque,443000
9403,ConocoPhillips,SWI,Activision Blizard,JAP,138814,cheque,444000
9450,ConocoPhillips,SWI,ConocoPhillips,CHI,1799756,cheque,445000
1495,General Motos,SWI,Exxon Mobil,GER,1806477,transfer,446000
170,CapGemini,SP,Nissan,GER,567972,transfer,447000
8197,Carrefour,SWI,ConocoPhillips,JAP,333744,card,448000
8221,Tesla,SWI,Nissan,UK,495768,card,449000
3773,Valeo,FR,General Motos,CHI,750497,cheque,450000
2706,CapGemini,GER,Chevron,CHI,8527046,card,451000
1273,Monoprix,SP,Valeo,CHI,2378130,cheque,452000
5627,Nissan,SP,General Motos,UK,7931514,transfer,453000
917,General Motos,UK,McKesson,SPA,1101913,card,454000
7672,Carrefour,FR,Activision Blizard,US,1590744,card,455000
6928,Tesla,GER,Renault,SP,4395153,card,456000
7509,Nissan,ITA,McKesson,US,42219,cheque,457000
6019,Renault,JAP,Valeo,CHI,5282599,card,458000
4529,General Motos,JAP,Renault,CHI,3671531,cheque,459000
7646,ConocoPhillips,JAP,Exxon Mobil,FR,131046,cheque,460000
8145,Monoprix,SPA,Nissan,JAP,6158145,cheque,461000
9198,Exxon Mobil,SPA,Nissan,US,3364135,card,462000
8199,ConocoPhillips,ITA,Valeo,FR,2718267,transfer,463000
8624,Monoprix,SPA,Nissan,US,6874736,cheque,464000
9030,CapGemini,FR,Nissan,CHI,8015224,card,465000
2469,McKesson,SPA,Exxon Mobil,FR,8738746,transfer,466000
6124,Renault,SP,Activision Blizard,UK,243261,card,467000
6069,Activision Blizard,JAP,Tesla,ITA,4409970,cheque,468000
4697,McKesson,UK,McKesson,GER,6552284,cheque,469000
1497,Carrefour,SWI,Chevron,SWI,9969162,transfer,470000
5805,McKesson,FR,Exxon Mobil,CHI,3882220,card,471000
6177,Nissan,JAP,Renault,SP,792270,transfer,472000
8260,CapGemini,US,Monoprix,UK,7685753,card,473000
5640,McKesson,GER,Nissan,CHI,325291,card,474000
3546,General Motos,SPA,General Motos,CHI,7308914,card,475000
9654,CapGemini,SP,General Motos,GER,7258902,card,476000
4229,Exxon Mobil,US,Monoprix,JAP,4418152,card,477000
6815,Exxon Mobil,ITA,Chevron,SP,7235048,cheque,478000
6742,Carrefour,US,General Motos,JAP,3331487,transfer,479000
2120,Nissan,SWI,Activision Blizard,SP,4180573,transfer,480000
3829,ConocoPhillips,UK,Chevron,GER,1991529,transfer,481000
6526,McKesson,JAP,Chevron,GER,5689136,transfer,482000
4997,Exxon Mobil,SPA,McKesson,ITA,9433064,cheque,483000
7839,McKesson,UK,Renault,GER,9703248,card,484000
8151,Carrefour,SP,Renault,ITA,8630446,card,485000
2525,Renault,SWI,General Motos,UK,5771894,transfer,486000
5982,Activision Blizard,ITA,Chevron,ITA,3783600,cheque,487000
4408,Monoprix,CHI,Tesla,CHI,3781166,cheque,488000
1148,Chevron,FR,Renault,ITA,3704423,transfer,489000
1053,Monoprix,GER,McKesson,FR,762222,transfer,490000
8859,Exxon Mobil,FR,Tesla,CHI,332896,transfer,491000
4533,General Motos,FR,Activision Blizard,US,5771261,transfer,492000
8977,CapGemini,US,Monoprix,UK,4787445,transfer,493000
4926,Renault,FR,General Motos,GER,8400629,cheque,494000
6924,Monoprix,US,Chevron,SP,7701531,card,495000
9470,CapGemini,CHI,Chevron,ITA,3922820,card,496000
8999,Tesla,UK,General Motos,UK,450575,transfer,497000
9494,CapGemini,JAP,ConocoPhillips,SPA,9793864,card,498000
6699,Renault,SP,Chevron,JAP,4551953,cheque,499000
8104,General Motos,SWI,ConocoPhillips,SWI,5419710,transfer,500000
4930,Exxon Mobil,GER,Exxon Mobil,US,2509910,cheque,501000
1393,Activision Blizard,US,Monoprix,UK,3372498,cheque,502000
2631,McKesson,GER,Renault,GER,9175229,transfer,503000
1877,Activision Blizard,SPA,McKesson,GER,2329453,cheque,504000
422,McKesson,US,General Motos,SP,4961582,card,505000
8014,ConocoPhillips,SWI,Activision Blizard,SWI,5744612,transfer,506000
7765,Tesla,GER,CapGemini,FR,9227341,card,507000
6436,General Motos,SPA,General Motos,ITA,7762767,cheque,508000
969,McKesson,UK,McKesson,SPA,2777585,cheque,509000
4475,CapGemini,US,ConocoPhillips,GER,8744278,card,510000
4586,McKesson,GER,Carrefour,JAP,2563307,card,511000
8116,Carrefour,US,Exxon Mobil,CHI,4111889,card,512000
7342,Nissan,SWI,Tesla,FR,6515921,card,513000
2683,CapGemini,SPA,McKesson,SP,3531139,card,514000
5325,Carrefour,UK,General Motos,SP,6151694,transfer,515000
9969,Tesla,ITA,McKesson,UK,7126886,card,516000
4591,ConocoPhillips,SP,Activision Blizard,CHI,5124362,card,517000
8213,ConocoPhillips,ITA,McKesson,JAP,21105,card,518000
5184,Chevron,JAP,Carrefour,SPA,1125943,transfer,519000
9800,McKesson,US,Exxon Mobil,ITA,5487209,cheque,520000
7399,Monoprix,SPA,Valeo,SPA,6922591,cheque,521000
3941,Valeo,GER,ConocoPhillips,SWI,5121539,card,522000
1276,CapGemini,SWI,Activision Blizard,SP,2368871,card,523000
7536,CapGemini,FR,Nissan,US,659545,card,524000
7316,Nissan,JAP,Valeo,ITA,8871140,card,525000
2130,Monoprix,CHI,Chevron,FR,9562470,card,526000
2481,Carrefour,JAP,Exxon Mobil,SPA,2859514,card,527000
984,McKesson,SWI,Nissan,ITA,7796193,card,528000
4952,General Motos,UK,Chevron,FR,8655205,transfer,529000
6281,Renault,US,Nissan,US,765893,card,530000
6210,McKesson,ITA,CapGemini,ITA,2410322,cheque,531000
3157,Carrefour,SWI,Chevron,FR,7206591,card,532000
2092,Monoprix,CHI,Chevron,ITA,2334297,cheque,533000
9467,Carrefour,GER,General Motos,UK,6109081,card,534000
4943,Tesla,SWI,Tesla,SPA,7846489,cheque,535000
681,Exxon Mobil,SPA,Activision Blizard,UK,7158480,transfer,536000
7732,Valeo,SPA,Nissan,SP,6924558,transfer,537000
5144,General Motos,SPA,General Motos,SWI,9264092,transfer,538000
8090,Chevron,GER,Activision Blizard,SPA,3314119,cheque,539000
259,Renault,UK,Renault,UK,4076902,cheque,540000
729,McKesson,FR,Activision Blizard,SWI,151202,card,541000
4847,Tesla,FR,Nissan,US,1384477,transfer,542000
6423,ConocoPhillips,US,Tesla,CHI,174652,card,543000
4216,Nissan,SPA,Valeo,SPA,5972532,cheque,544000
5280,Activision Blizard,FR,Valeo,US,8336498,cheque,545000
6688,Tesla,JAP,CapGemini,ITA,6637158,cheque,546000
259,Nissan,CHI,Exxon Mobil,SPA,8049360,transfer,547000
1429,General Motos,SWI,McKesson,GER,1398753,card,548000
5689,Valeo,JAP,Monoprix,SPA,7088355,transfer,549000
6248,Chevron,SPA,Exxon Mobil,SPA,6460168,transfer,550000
7251,Valeo,ITA,Chevron,SPA,8127576,card,551000
1139,Exxon Mobil,SPA,Carrefour,US,607420,cheque,552000
4332,Nissan,SP,ConocoPhillips,GER,3679607,transfer,553000
6462,General Motos,GER,Chevron,US,469631,transfer,554000
9828,Tesla,CHI,Activision Blizard,SP,1524979,cheque,555000
7720,Monoprix,ITA,Exxon Mobil,SWI,3392005,cheque,556000
1534,General Motos,UK,Monoprix,CHI,1010244,card,557000
8967,Carrefour,CHI,Tesla,FR,2455838,transfer,558000
178,Renault,UK,Nissan,FR,4556009,card,559000
8907,Valeo,JAP,Tesla,UK,1920189,card,560000
6590,Chevron,CHI,Nissan,ITA,8875670,transfer,561000
8233,CapGemini,SWI,General Motos,SP,4400367,cheque,562000
8808,CapGemini,ITA,Nissan,UK,9443537,transfer,563000
1830,Exxon Mobil,SWI,Chevron,ITA,4098208,transfer,564000
3178,Activision Blizard,CHI,Monoprix,CHI,4198060,card,565000
3565,Valeo,US,ConocoPhillips,UK,5831258,card,566000
5362,Chevron,GER,ConocoPhillips,FR,9722944,card,567000
2697,ConocoPhillips,JAP,Exxon Mobil,SP,9020581,cheque,568000
854,Chevron,SWI,Carrefour,CHI,3472341,card,569000
489,Exxon Mobil,GER,Monoprix,SWI,6464778,cheque,570000
5482,Renault,US,Carrefour,US,4247278,cheque,571000
4335,Monoprix,SWI,Valeo,ITA,778626,cheque,572000
4639,General Motos,SP,Renault,SP,9960073,cheque,573000
4970,Chevron,JAP,Renault,US,6601244,transfer,574000
8252,Chevron,SPA,Activision Blizard,SPA,615940,cheque,575000
1207,Carrefour,US,Chevron,UK,5112981,transfer,576000
2016,ConocoPhillips,JAP,Monoprix,JAP,1898180,card,577000
3639,Exxon Mobil,SWI,Renault,ITA,8946547,card,578000
7150,Valeo,CHI,Nissan,UK,2529948,transfer,579000
5480,Renault,UK,Tesla,SWI,7198698,cheque,580000
5498,Nissan,SPA,Nissan,CHI,2438911,card,581000
7722,ConocoPhillips,US,ConocoPhillips,SP,3144546,cheque,582000
3239,Tesla,SWI,Nissan,GER,9596662,cheque,583000
489,Monoprix,SP,Carrefour,GER,8557191,transfer,584000
7454,Activision Blizard,UK,Valeo,US,8797120,transfer,585000
6104,Carrefour,US,Carrefour,SWI,3046626,transfer,586000
548,Valeo,GER,Activision Blizard,CHI,2269773,transfer,587000
7496,ConocoPhillips,SP,Valeo,CHI,5916511,cheque,588000
280,Carrefour,ITA,Monoprix,JAP,2906070,cheque,589000
9289,Activision Blizard,UK,Monoprix,GER,5559927,transfer,590000
7942,Carrefour,GER,Nissan,SP,8237683,transfer,591000
6172,Tesla,JAP,ConocoPhillips,GER,605765,transfer,592000
3053,General Motos,JAP,Carrefour,GER,588525,card,593000
8986,General Motos,FR,Nissan,UK,8501904,card,594000
3083,Renault,ITA,Tesla,ITA,4188926,cheque,595000
7601,Exxon Mobil,CHI,Renault,UK,8955874,card,596000
1347,Nissan,ITA,CapGemini,FR,6374306,card,597000
1684,Renault,SPA,Nissan,SP,5800669,cheque,598000
8601,Nissan,CHI,Renault,JAP,1584323,card,599000
6529,McKesson,GER,Chevron,UK,3585931,card,600000
1492,Valeo,SWI,General Motos,US,3333989,card,601000
990,Valeo,SWI,General Motos,US,8448169,card,602000
9723,McKesson,SP,Nissan,SPA,6359768,card,603000
9722,Activision Blizard,CHI,Chevron,JAP,9025177,card,604000
6513,Nissan,SP,Monoprix,GER,4734523,card,605000
1987,General Motos,SPA,Carrefour,UK,9255043,card,606000
2322,Valeo,UK,Monoprix,SPA,6130794,card,607000
1324,Carrefour,CHI,CapGemini,SPA,311261,cheque,608000
8498,Activision Blizard,SWI,Valeo,FR,2908500,transfer,609000
9947,Chevron,CHI,Tesla,UK,970434,cheque,610000
9856,Exxon Mobil,SP,Renault,JAP,7860325,transfer,611000
8498,Renault,US,Renault,UK,9541756,card,612000
6558,Chevron,UK,Carrefour,ITA,7784924,transfer,613000
2056,Tesla,US,General Motos,JAP,5196712,cheque,614000
3915,Monoprix,SWI,Chevron,SWI,2405652,card,615000
9142,Renault,US,Renault,ITA,9318137,card,616000
8762,Tesla,US,CapGemini,SP,1979605,transfer,617000
231,Valeo,FR,Activision Blizard,UK,7811327,card,618000
4504,Carrefour,CHI,ConocoPhillips,UK,8774901,transfer,619000
5567,Chevron,SP,ConocoPhillips,SPA,6719220,transfer,620000
7631,CapGemini,JAP,Tesla,FR,3934966,cheque,621000
6034,Monoprix,UK,Carrefour,JAP,369554,card,622000
9431,Monoprix,US,McKesson,GER,2152089,transfer,623000
4637,CapGemini,SWI,McKesson,ITA,1394896,transfer,624000
428,Valeo,SP,Nissan,UK,6523317,cheque,625000
6898,ConocoPhillips,GER,Carrefour,GER,2799892,cheque,626000
8413,Valeo,JAP,Monoprix,UK,3254157,transfer,627000
1268,Valeo,JAP,Chevron,ITA,8736558,card,628000
2209,Tesla,SPA,Activision Blizard,FR,4031991,card,629000
5211,Monoprix,CHI,Nissan,JAP,383755,card,630000
7782,ConocoPhillips,ITA,General Motos,JAP,9147912,transfer,631000
7316,CapGemini,ITA,Chevron,UK,1470774,transfer,632000
902,Monoprix,US,McKesson,ITA,4682636,cheque,633000
4788,Carrefour,CHI,Carrefour,SPA,7568213,cheque,634000
2420,Chevron,SP,Chevron,JAP,6204508,card,635000
688,Chevron,UK,Valeo,UK,5785910,transfer,636000
4797,Monoprix,SP,Carrefour,US,7862772,transfer,637000
1331,Renault,SPA,General Motos,SPA,4564590,card,638000
440,Nissan,UK,Renault,CHI,3697883,cheque,639000
8951,Tesla,CHI,Renault,UK,7952365,transfer,640000
1467,ConocoPhillips,US,Exxon Mobil,SWI,4200252,transfer,641000
1540,Monoprix,SWI,Renault,CHI,746018,cheque,642000
8077,General Motos,SP,Carrefour,SWI,8867426,transfer,643000
1230,General Motos,SWI,ConocoPhillips,UK,7632605,transfer,644000
162,CapGemini,GER,ConocoPhillips,UK,3194777,cheque,645000
2304,Monoprix,ITA,Valeo,SWI,2960259,card,646000
4293,Monoprix,SPA,Monoprix,CHI,8980132,transfer,647000
8717,Chevron,UK,Chevron,CHI,6771337,transfer,648000
215,Exxon Mobil,CHI,Tesla,JAP,8167168,card,649000
1257,ConocoPhillips,JAP,CapGemini,FR,1377350,card,650000
4935,Valeo,US,Renault,CHI,2372788,transfer,651000
4418,Valeo,ITA,Renault,GER,8573983,card,652000
3755,Tesla,SP,General Motos,US,7636152,cheque,653000
4909,Valeo,FR,ConocoPhillips,SP,3755917,transfer,654000
7188,Monoprix,FR,Chevron,FR,8933670,transfer,655000
9230,Activision Blizard,SP,Activision Blizard,SP,9021244,card,656000
8650,Nissan,US,Renault,CHI,6476299,card,657000
3532,Nissan,SWI,Renault,US,3554517,transfer,658000
4973,CapGemini,SPA,Chevron,UK,2756579,transfer,659000
1542,Valeo,SP,Nissan,SPA,264385,transfer,660000
342,McKesson,US,ConocoPhillips,ITA,5248442,card,661000
3713,General Motos,SWI,Renault,US,7604833,cheque,662000
7695,CapGemini,SPA,Nissan,CHI,8572758,cheque,663000
1488,Exxon Mobil,FR,Exxon Mobil,GER,8371363,card,664000
5276,Carrefour,GER,Valeo,FR,31127,card,665000
2312,Tesla,JAP,McKesson,ITA,7850993,cheque,666000
1207,Renault,SPA,Monoprix,JAP,1455153,transfer,667000
764,Exxon Mobil,ITA,CapGemini,ITA,3653369,card,668000
5315,Activision Blizard,JAP,ConocoPhillips,JAP,2770735,transfer,669000
5255,Tesla,JAP,Exxon Mobil,ITA,9164038,transfer,670000
5542,Chevron,FR,General Motos,FR,5282638,card,671000
5899,ConocoPhillips,JAP,Valeo,US,8418719,transfer,672000
7064,Nissan,FR,Chevron,FR,5674953,card,673000
1959,Carrefour,US,McKesson,US,4251657,transfer,674000
6539,Tesla,SPA,Nissan,CHI,7746426,cheque,675000
706,Activision Blizard,JAP,Valeo,UK,7307956,transfer,676000
3788,CapGemini,SPA,CapGemini,SP,6442706,card,677000
3961,Carrefour,SPA,Nissan,UK,1241749,card,678000
2714,Renault,US,Renault,US,3513533,transfer,679000
4171,Nissan,JAP,Activision Blizard,US,622274,cheque,680000
2049,Nissan,CHI,Activision Blizard,SWI,5818199,cheque,681000
6788,ConocoPhillips,UK,Chevron,GER,7877411,cheque,682000
1143,Tesla,JAP,Tesla,CHI,4845256,transfer,683000
7840,ConocoPhillips,US,Valeo,SP,3217891,card,684000
2185,Monoprix,US,Monoprix,JAP,2066641,cheque,685000
6216,CapGemini,UK,Renault,GER,8666160,cheque,686000
1116,Tesla,FR,General Motos,UK,1254839,transfer,687000
3137,Nissan,UK,Monoprix,SP,1221611,card,688000
4794,McKesson,JAP,Activision Blizard,SP,8419956,card,689000
6556,Carrefour,UK,Monoprix,UK,2404974,card,690000
9081,Renault,ITA,Carrefour,ITA,9762031,transfer,691000
3680,Chevron,ITA,Valeo,UK,1191461,transfer,692000
8198,Tesla,GER,Exxon Mobil,ITA,1470671,card,693000
3386,Nissan,CHI,Chevron,US,5523391,cheque,694000
1816,Carrefour,UK,Nissan,SP,3932097,card,695000
3022,Nissan,FR,Tesla,FR,1466070,transfer,696000
7869,Activision Blizard,SP,Monoprix,US,4294160,card,697000
1848,Renault,SPA,Chevron,JAP,5456656,card,698000
2307,Tesla,CHI,Exxon Mobil,JAP,2587894,cheque,699000
4716,Chevron,CHI,Valeo,SP,9488081,cheque,700000
396,Valeo,US,Tesla,JAP,3622710,card,701000
6047,Exxon Mobil,JAP,Renault,UK,2524728,cheque,702000
1184,Exxon Mobil,UK,Exxon Mobil,UK,8382000,transfer,703000
5467,CapGemini,US,Tesla,CHI,9205328,cheque,704000
9848,Valeo,SWI,Activision Blizard,FR,6236123,cheque,705000
4187,Carrefour,JAP,Carrefour,US,3946988,card,706000
5121,General Motos,UK,ConocoPhillips,SPA,1753070,transfer,707000
9640,CapGemini,UK,Exxon Mobil,US,5978506,card,708000
6862,Valeo,JAP,Renault,SPA,8264484,transfer,709000
4373,Carrefour,ITA,CapGemini,US,1824252,card,710000
5159,Tesla,FR,Renault,SPA,8883386,cheque,711000
1406,Renault,GER,CapGemini,SP,9922061,cheque,712000
4932,Tesla,CHI,Renault,UK,9376075,card,713000
4711,CapGemini,GER,Exxon Mobil,SWI,1909338,transfer,714000
369,Monoprix,ITA,CapGemini,JAP,7172086,cheque,715000
86,Activision Blizard,ITA,Renault,SP,4969136,card,716000
2870,Activision Blizard,CHI,General Motos,GER,5045533,card,717000
5705,Nissan,GER,Renault,FR,3088588,cheque,718000
1922,Carrefour,SPA,Carrefour,CHI,7705802,transfer,719000
4562,Monoprix,SWI,General Motos,CHI,9133677,transfer,720000
3404,Activision Blizard,GER,Renault,SP,1640564,cheque,721000
1606,Exxon Mobil,UK,Monoprix,FR,2236820,cheque,722000
4103,Carrefour,JAP,Nissan,US,9167301,card,723000
5170,McKesson,JAP,Valeo,UK,9793310,card,724000
923,Activision Blizard,JAP,Chevron,SP,978587,cheque,725000
4559,McKesson,CHI,Activision Blizard,US,3421825,cheque,726000
7458,Chevron,GER,General Motos,CHI,3201707,transfer,727000
7441,Tesla,US,Valeo,UK,8438433,transfer,728000
7799,CapGemini,CHI,Monoprix,US,7331104,transfer,729000
9491,Carrefour,SPA,Activision Blizard,SPA,1722403,transfer,730000
2610,ConocoPhillips,ITA,Activision Blizard,JAP,8364422,transfer,731000
7746,Exxon Mobil,CHI,General Motos,SP,4756995,cheque,732000
2591,Chevron,SPA,Valeo,SP,9642136,card,733000
2677,Carrefour,JAP,General Motos,FR,4026997,card,734000
8177,ConocoPhillips,GER,Chevron,FR,6819006,card,735000
2163,Carrefour,ITA,CapGemini,SPA,4342568,cheque,736000
2933,Exxon Mobil,SP,CapGemini,FR,3048867,transfer,737000
9008,Activision Blizard,GER,Nissan,CHI,4391878,card,738000
3092,Nissan,CHI,Tesla,UK,5518763,transfer,739000
4439,McKesson,JAP,ConocoPhillips,ITA,7789195,card,740000
1582,Renault,SPA,Exxon Mobil,CHI,5631626,card,741000
1042,McKesson,SPA,Valeo,ITA,1400888,cheque,742000
883,Exxon Mobil,CHI,Nissan,FR,9001680,cheque,743000
2966,Activision Blizard,SPA,Tesla,SWI,3777280,transfer,744000
9753,CapGemini,GER,Tesla,SWI,9514192,cheque,745000
3156,Renault,UK,General Motos,FR,8177473,transfer,746000
564,Nissan,CHI,Nissan,FR,4725832,card,747000
1840,Valeo,SP,Renault,JAP,9807477,card,748000
849,Carrefour,SWI,General Motos,UK,2969704,cheque,749000
2548,Renault,GER,Activision Blizard,US,4321783,transfer,750000
2492,Exxon Mobil,ITA,Chevron,JAP,5995703,card,751000
2888,Renault,SPA,General Motos,CHI,9149520,card,752000
6314,Monoprix,FR,Activision Blizard,UK,2454224,cheque,753000
4882,McKesson,SP,ConocoPhillips,FR,5157157,transfer,754000
2388,Valeo,JAP,McKesson,ITA,162613,card,755000
4,Renault,SP,Valeo,GER,9142339,transfer,756000
1078,Monoprix,UK,Carrefour,FR,8113371,transfer,757000
8615,Exxon Mobil,UK,Nissan,US,5306253,cheque,758000
1060,Carrefour,JAP,Monoprix,JAP,1894632,card,759000
9580,Exxon Mobil,SP,McKesson,JAP,8048117,card,760000
9256,Exxon Mobil,JAP,Tesla,FR,7873679,cheque,761000
6788,Renault,SP,Activision Blizard,CHI,4372884,card,762000
3359,Exxon Mobil,SPA,Carrefour,GER,5056765,transfer,763000
2449,McKesson,CHI,ConocoPhillips,FR,910047,transfer,764000
4135,Tesla,CHI,CapGemini,SWI,1143043,cheque,765000
2126,Monoprix,SWI,ConocoPhillips,SPA,4000121,cheque,766000
8768,Carrefour,SPA,Valeo,GER,3140494,transfer,767000
2019,CapGemini,US,Activision Blizard,ITA,9379642,transfer,768000
291,Renault,SPA,Carrefour,SP,3205740,cheque,769000
5127,Tesla,SP,Activision Blizard,SPA,5129730,cheque,770000
9378,Tesla,SPA,Nissan,ITA,7573407,transfer,771000
5989,Monoprix,US,Monoprix,FR,9878340,transfer,772000
4460,Nissan,SPA,CapGemini,CHI,7691861,transfer,773000
7767,Chevron,UK,Valeo,UK,5031922,card,774000
3280,Tesla,SWI,McKesson,SP,3231949,card,775000
7558,Valeo,UK,Tesla,SWI,3180803,card,776000
4068,McKesson,FR,Tesla,GER,3417176,cheque,777000
9550,ConocoPhillips,JAP,General Motos,CHI,1377824,card,778000
8497,Carrefour,US,CapGemini,UK,8729876,transfer,779000
8190,General Motos,SPA,McKesson,SWI,9453323,transfer,780000
3671,Tesla,JAP,Monoprix,SPA,1873475,card,781000
9723,Chevron,US,Valeo,SWI,6322095,cheque,782000
3590,Carrefour,SP,ConocoPhillips,US,5106316,cheque,783000
8367,Exxon Mobil,UK,Nissan,UK,9832857,card,784000
2519,General Motos,UK,Chevron,JAP,7661116,card,785000
6133,Tesla,UK,Tesla,JAP,7253278,transfer,786000
5678,Nissan,SP,Renault,UK,7487889,card,787000
3697,Activision Blizard,UK,CapGemini,GER,5811774,cheque,788000
4799,Valeo,US,Exxon Mobil,GER,9539784,transfer,789000
6966,Carrefour,JAP,ConocoPhillips,CHI,4330243,transfer,790000
8451,General Motos,UK,Activision Blizard,SP,2705928,transfer,791000
523,Activision Blizard,FR,Carrefour,ITA,6820012,transfer,792000
7964,ConocoPhillips,SP,Carrefour,FR,4336758,transfer,793000
3593,Chevron,UK,ConocoPhillips,UK,4921618,cheque,794000
2390,Activision Blizard,FR,Exxon Mobil,CHI,3389320,cheque,795000
8990,Renault,ITA,Renault,US,8882761,card,796000
8022,Valeo,US,McKesson,FR,3801865,cheque,797000
4948,CapGemini,ITA,CapGemini,CHI,7529035,transfer,798000
2336,Tesla,ITA,Activision Blizard,SPA,4086821,transfer,799000
891,McKesson,UK,Exxon Mobil,ITA,5427527,cheque,800000
8583,McKesson,SPA,General Motos,ITA,6186109,card,801000
4437,CapGemini,SWI,Monoprix,JAP,4458773,transfer,802000
7049,General Motos,FR,ConocoPhillips,CHI,4687435,card,803000
2640,Renault,SPA,Valeo,UK,3511475,card,804000
5695,Activision Blizard,ITA,Monoprix,CHI,613961,cheque,805000
3930,General Motos,GER,Renault,FR,3841195,transfer,806000
6280,Valeo,ITA,Renault,US,8464038,transfer,807000
5856,ConocoPhillips,ITA,ConocoPhillips,CHI,5822995,cheque,808000
6945,CapGemini,UK,CapGemini,SPA,3340799,card,809000
4137,Valeo,SPA,CapGemini,US,3288993,transfer,810000
8955,CapGemini,SP,Activision Blizard,US,4948751,transfer,811000
9933,McKesson,UK,McKesson,FR,1244632,card,812000
9595,Carrefour,SWI,Nissan,SWI,7194009,cheque,813000
2160,General Motos,JAP,Chevron,SPA,8406260,cheque,814000
4292,Valeo,JAP,McKesson,ITA,5989388,transfer,815000
7987,Monoprix,UK,Nissan,CHI,4893841,card,816000
5775,Carrefour,SPA,Chevron,US,8094578,transfer,817000
7017,Tesla,JAP,Carrefour,ITA,1235903,transfer,818000
4409,Valeo,UK,Valeo,SPA,8221346,cheque,819000
9190,CapGemini,SWI,Exxon Mobil,UK,1520707,cheque,820000
8383,Exxon Mobil,CHI,Carrefour,US,3000507,transfer,821000
9445,Tesla,US,ConocoPhillips,SPA,631184,transfer,822000
993,McKesson,US,General Motos,SWI,5288940,cheque,823000
447,CapGemini,SP,Tesla,SPA,3688460,card,824000
9460,Renault,UK,Valeo,JAP,5080407,transfer,825000
2502,Monoprix,JAP,Nissan,CHI,3434896,cheque,826000
4847,Carrefour,JAP,Nissan,ITA,3324503,card,827000
